"","player_name","player_url","season_injured","injury","injured_since","injured_until","duration","games_missed","club"
"1","Ederson","https://www.transfermarkt.com/ederson/profil/spieler/238223","23/24","Muscle injury",2024-03-10,2024-04-05,"26 days","4","Manchester City"
"2","Ederson","https://www.transfermarkt.com/ederson/profil/spieler/238223","23/24","Knee injury",2024-01-13,2024-01-20,"7 days","1","Manchester City"
"3","Ederson","https://www.transfermarkt.com/ederson/profil/spieler/238223","20/21","Virus",2020-12-27,2021-01-12,"16 days","3","Manchester City"
"4","Ederson","https://www.transfermarkt.com/ederson/profil/spieler/238223","19/20","Ill",2019-12-30,2020-01-07,"8 days","3","Manchester City"
"5","Ederson","https://www.transfermarkt.com/ederson/profil/spieler/238223","19/20","Ill",2019-12-08,2019-12-14,"6 days","1","Manchester City"
"6","Ederson","https://www.transfermarkt.com/ederson/profil/spieler/238223","19/20","muscular problems",2019-11-06,2019-11-22,"16 days","4","Manchester City"
"7","Ederson","https://www.transfermarkt.com/ederson/profil/spieler/238223","17/18","Facial injury",2017-09-10,2017-09-12,"2 days",NA,"Brazil"
"8","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","23/24","Hamstring injury",2023-11-12,2024-02-05,"85 days","17","Real Betis Balompié"
"9","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","21/22","Calf injury",2022-01-28,2022-02-21,"24 days","7","Chile"
"10","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","20/21","Muscle injury",2021-01-18,2021-02-11,"24 days","6","Real Betis Balompié"
"11","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","20/21","Calf problems",2020-12-21,2020-12-31,"10 days","2","Chile"
"12","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","20/21","muscular problems",2020-11-23,2020-12-14,"21 days","4","Real Betis Balompié"
"13","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","20/21","Knee problems",2020-09-25,2020-10-15,"20 days","5","Real Betis Balompié"
"14","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","18/19","Fitness",2019-04-04,2019-05-12,"38 days","9","Real Betis Balompié"
"15","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","18/19","Achilles tendon rupture",2018-08-20,2019-04-03,"226 days","55","Real Betis Balompié"
"16","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","23/24","Hamstring injury",2023-11-12,2024-02-05,"85 days","17","FC Barcelona"
"17","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","21/22","Calf injury",2022-01-28,2022-02-21,"24 days","7","Real Sociedad"
"18","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","20/21","Muscle injury",2021-01-18,2021-02-11,"24 days","6","Chile"
"19","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","20/21","Calf problems",2020-12-21,2020-12-31,"10 days","2","Real Sociedad"
"20","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","20/21","muscular problems",2020-11-23,2020-12-14,"21 days","4","Chile"
"21","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","20/21","Knee problems",2020-09-25,2020-10-15,"20 days","5","Real Sociedad"
"22","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","18/19","Fitness",2019-04-04,2019-05-12,"38 days","9","Chile"
"23","Claudio Bravo","https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423","18/19","Achilles tendon rupture",2018-08-20,2019-04-03,"226 days","55","Real Sociedad"
"24","Arijanet Muric","https://www.transfermarkt.com/arijanet-muric/profil/spieler/371021","21/22","Head injury",2022-02-06,2022-02-11,"5 days","2","Adana Demirspor"
"25","Arijanet Muric","https://www.transfermarkt.com/arijanet-muric/profil/spieler/371021","20/21","Muscle injury",2020-10-20,2020-11-10,"21 days","6","Girona FC"
"26","Daniel Grimshaw","https://www.transfermarkt.com/daniel-grimshaw/profil/spieler/339253","21/22","Thumb injury",2022-04-05,2022-04-27,"22 days","6","Blackpool FC"
"27","Daniel Grimshaw","https://www.transfermarkt.com/daniel-grimshaw/profil/spieler/339253","21/22","Calf problems",2021-09-20,2021-10-15,"25 days","3","Blackpool FC"
"28","Daniel Grimshaw","https://www.transfermarkt.com/daniel-grimshaw/profil/spieler/339253","20/21","Thigh problems",2020-10-11,2020-10-26,"15 days","3","Lommel SK"
"29","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","22/23","Ill",2023-02-21,2023-02-24,"3 days","1","Manchester City"
"30","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","22/23","Knee surgery",2022-06-30,2022-10-03,"95 days","15","Manchester City"
"31","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Muscle strain",2020-12-28,2021-01-18,"21 days","5","Spain"
"32","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Knock",2020-10-15,2020-10-22,"7 days","2","Manchester City"
"33","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Corona virus",2020-09-07,2020-09-28,"21 days","4","Manchester City"
"34","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","19/20","Hamstring injury",2020-02-27,2020-06-15,"109 days","3","Manchester City"
"35","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","19/20","Knock",2020-01-23,2020-02-20,"28 days","4","France"
"36","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","19/20","Knee injury",2019-08-29,2020-01-20,"144 days","43","Manchester City"
"37","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","18/19","Muscle injury",2019-02-25,2019-03-11,"14 days","3","Manchester City"
"38","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","22/23","Ill",2023-02-21,2023-02-24,"3 days","1","Athletic Bilbao"
"39","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","22/23","Knee surgery",2022-06-30,2022-10-03,"95 days","15","Athletic Bilbao"
"40","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Muscle strain",2020-12-28,2021-01-18,"21 days","5","Spain"
"41","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Knock",2020-10-15,2020-10-22,"7 days","2","Athletic Bilbao"
"42","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Corona virus",2020-09-07,2020-09-28,"21 days","4","Spain"
"43","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","19/20","Hamstring injury",2020-02-27,2020-06-15,"109 days","3","Athletic Bilbao"
"44","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","23/24","Hip injury",2023-08-10,2023-10-01,"52 days","12","Manchester City"
"45","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","22/23","Hamstring injury",2023-01-27,2023-03-01,"33 days","8","England"
"46","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","22/23","Hamstring injury",2022-09-26,2022-10-20,"24 days","5","Manchester City"
"47","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","20/21","Rest",2021-01-22,2021-01-24,"2 days","1","Manchester City"
"48","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","20/21","Knock",2020-09-22,2020-10-02,"10 days","3","Manchester City"
"49","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","20/21","Ankle injury",2020-06-19,2020-06-27,"8 days","2","Manchester City"
"50","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","19/20","Foot injury",2020-01-19,2020-01-25,"6 days","1","Manchester City"
"51","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","19/20","Knock",2019-12-08,2020-01-03,"26 days","7","Manchester City"
"52","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","19/20","Muscle injury",2019-09-17,2019-10-22,"35 days","10","Manchester City"
"53","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","18/19","Muscle injury",2019-08-16,2019-09-13,"28 days","5","Manchester City"
"54","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","18/19","Groin injury",2019-03-05,2019-03-29,"24 days","5","England"
"55","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","18/19","Groin strain",2019-02-17,2019-03-01,"12 days","3","Manchester City"
"56","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","17/18","minor knock",2018-06-28,2018-07-02,"4 days",NA,"England"
"57","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","17/18","Adductor injury",2018-04-05,2018-05-03,"28 days","5","Manchester City"
"58","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","17/18","Hamstring injury",2017-11-20,2018-01-01,"42 days","12","England"
"59","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","23/24","Hip injury",2023-08-10,2023-10-01,"52 days","12","Manchester City"
"60","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","22/23","Hamstring injury",2023-01-27,2023-03-01,"33 days","8","Manchester City"
"61","John Stones","https://www.transfermarkt.com/john-stones/profil/spieler/186590","22/23","Hamstring injury",2022-09-26,2022-10-20,"24 days","5","Manchester City"
"62","Nicolás Otamendi","https://www.transfermarkt.com/nicolas-otamendi/profil/spieler/54781","20/21","Corona virus",2021-01-20,2021-01-29,"9 days","3","SL Benfica"
"63","Nicolás Otamendi","https://www.transfermarkt.com/nicolas-otamendi/profil/spieler/54781","19/20","Knock",2019-12-31,2020-01-06,"6 days","2","Manchester City"
"64","Nicolás Otamendi","https://www.transfermarkt.com/nicolas-otamendi/profil/spieler/54781","19/20","Knock",2019-10-10,2019-10-21,"11 days","2","Manchester City"
"65","Nicolás Otamendi","https://www.transfermarkt.com/nicolas-otamendi/profil/spieler/54781","18/19","Knee injury",2019-03-17,2019-03-29,"12 days","2","Argentina"
"66","Nicolás Otamendi","https://www.transfermarkt.com/nicolas-otamendi/profil/spieler/54781","18/19","Achilles tendon problems",2018-11-10,2018-11-23,"13 days","3","Argentina"
"67","Nicolás Otamendi","https://www.transfermarkt.com/nicolas-otamendi/profil/spieler/54781","18/19","Knock",2018-10-30,2018-11-06,"7 days","2","Manchester City"
"68","Nicolás Otamendi","https://www.transfermarkt.com/nicolas-otamendi/profil/spieler/54781","20/21","Corona virus",2021-01-20,2021-01-29,"9 days","3","Manchester City"
"69","Nicolás Otamendi","https://www.transfermarkt.com/nicolas-otamendi/profil/spieler/54781","19/20","Knock",2019-12-31,2020-01-06,"6 days","2","Valencia CF"
"70","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","23/24","Ankle injury",2024-02-18,2024-03-02,"13 days","1","Juventus FC"
"71","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","23/24","unknown injury",2023-10-31,2023-12-01,"31 days","4","Juventus FC"
"72","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","23/24","Torn muscle bundle",2023-10-13,2023-10-30,"17 days","2","Juventus FC"
"73","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","22/23","Ankle injury",2022-11-24,2022-12-04,"10 days","2","Brazil"
"74","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","21/22","muscular problems",2022-05-11,2022-05-23,"12 days","3","Juventus FC"
"75","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","21/22","Rest",2022-05-05,2022-05-09,"4 days","1","Juventus FC"
"76","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","21/22","Adductor pain",2022-01-15,2022-01-17,"2 days","1","Juventus FC"
"77","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","21/22","Adductor injury",2021-11-20,2022-01-10,"51 days","11","Juventus FC"
"78","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","19/20","Hamstring strain",2020-01-23,2020-02-09,"17 days","3","Juventus FC"
"79","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","19/20","Hamstring muscle injury",2019-09-25,2019-10-15,"20 days","5","Juventus FC"
"80","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","18/19","unknown injury",2018-12-10,2018-12-22,"12 days","4","Brazil"
"81","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","18/19","Ankle injury",2018-10-16,2018-10-29,"13 days","3","Manchester City"
"82","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","18/19","Ankle injury",2018-07-05,2018-09-15,"72 days","9","Manchester City"
"83","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","17/18","Hip problems",2018-06-21,2018-06-29,"8 days","2","Manchester City"
"84","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","23/24","Ankle injury",2024-02-18,2024-03-02,"13 days","1","Brazil"
"85","Danilo","https://www.transfermarkt.com/danilo/profil/spieler/145707","23/24","unknown injury",2023-10-31,2023-12-01,"31 days","4","Real Madrid"
"86","Eliaquim Mangala","https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681","23/24","Muscle injury",2023-08-27,2023-11-15,"80 days","10","GD Estoril Praia"
"87","Eliaquim Mangala","https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681","20/21","Torn muscle fiber",2021-03-16,2021-04-13,"28 days","3","Valencia CF"
"88","Eliaquim Mangala","https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681","20/21","Torn muscle fiber",2020-09-14,2020-10-20,"36 days","5","Valencia CF"
"89","Eliaquim Mangala","https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681","19/20","Corona virus",2020-03-15,2020-03-29,"14 days",NA,"Valencia CF"
"90","Eliaquim Mangala","https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681","19/20","Hamstring injury",2020-02-23,2020-05-23,"90 days","3","Everton FC"
"91","Eliaquim Mangala","https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681","17/18","Knee injury",2018-02-10,2018-10-30,"262 days","27","Manchester City"
"92","Eliaquim Mangala","https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681","23/24","Muscle injury",2023-08-27,2023-11-15,"80 days","10","France"
"93","Eliaquim Mangala","https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681","20/21","Torn muscle fiber",2021-03-16,2021-04-13,"28 days","3","FC Porto"
"94","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","20/21","Adductor tear",2020-07-18,2020-12-01,"136 days","12","RSC Anderlecht"
"95","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","19/20","Muscle injury",2020-02-07,2020-02-13,"6 days","1","Retired"
"96","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","19/20","Muscle injury",2019-09-25,2019-11-10,"46 days","8","RSC Anderlecht"
"97","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","19/20","Hamstring muscle injury",2019-08-24,2019-09-16,"23 days","2","RSC Anderlecht"
"98","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","18/19","Muscle injury",2019-03-10,2019-04-03,"24 days","6","RSC Anderlecht"
"99","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","18/19","Muscle injury",2019-01-03,2019-02-19,"47 days","12","Manchester City"
"100","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","18/19","Muscle injury",2018-12-12,2018-12-30,"18 days","6","Belgium"
"101","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","17/18","Groin problems",2018-06-04,2018-06-18,"14 days","3","Manchester City"
"102","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","17/18","Calf strain",2017-12-27,2018-01-18,"22 days","6","Manchester City"
"103","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","17/18","Muscle injury",2017-12-11,2017-12-21,"10 days","3","Belgium"
"104","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","17/18","Calf injury",2017-08-31,2017-11-16,"77 days","19","Manchester City"
"105","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","20/21","Adductor tear",2020-07-18,2020-12-01,"136 days","12","Manchester City"
"106","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","19/20","Muscle injury",2020-02-07,2020-02-13,"6 days","1","Manchester City"
"107","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","19/20","Muscle injury",2019-09-25,2019-11-10,"46 days","8","Belgium"
"108","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","19/20","Hamstring muscle injury",2019-08-24,2019-09-16,"23 days","2","Manchester City"
"109","Vincent Kompany","https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","18/19","Muscle injury",2019-03-10,2019-04-03,"24 days","6","Belgium"
"110","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","23/24","Hamstring injury",2024-04-28,NA,"7 days","1","NEC Nijmegen"
"111","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","23/24","Knee injury",2023-10-15,2023-11-25,"41 days","4","NEC Nijmegen"
"112","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","23/24","open wound",2023-08-01,2023-09-20,"50 days","5","NEC Nijmegen"
"113","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","22/23","unknown injury",2023-04-13,2023-04-19,"6 days","1","NEC Nijmegen"
"114","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","22/23","Ill",2023-02-02,2023-02-06,"4 days","1","NEC Nijmegen"
"115","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","22/23","Fitness",2022-08-11,2022-10-13,"63 days","8","NEC Nijmegen"
"116","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","21/22","Fitness",2022-01-31,2022-04-23,"82 days","13","Feyenoord Rotterdam"
"117","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","21/22","Ankle injury",2021-09-25,2022-01-01,"98 days","13","ESTAC Troyes"
"118","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","20/21","Ankle surgery",2020-09-05,2021-04-04,"211 days","47","Manchester City"
"119","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","19/20","Meniscus injury",2019-12-10,2020-09-05,"270 days","14","RSC Anderlecht"
"120","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","19/20","Knee injury",2019-10-20,2019-12-10,"51 days","9","Manchester City"
"121","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","17/18","Knee surgery",2018-05-07,2018-10-26,"172 days","24","RSC Anderlecht"
"122","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","17/18","Ankle injury",2018-03-19,2018-04-06,"18 days","1","PEC Zwolle"
"123","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","17/18","Broken collarbone",2017-11-24,2018-01-01,"38 days","7","Manchester City"
"124","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","17/18","Hamstring injury",2017-09-22,2017-10-12,"20 days","4","PEC Zwolle"
"125","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","23/24","Hamstring injury",2024-04-28,NA,"7 days","1","PEC Zwolle"
"126","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","23/24","Knee injury",2023-10-15,2023-11-25,"41 days","4","PEC Zwolle"
"127","Philippe Sandler","https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460","23/24","open wound",2023-08-01,2023-09-20,"50 days","5","Netherlands U20"
"128","Pablo Marí","https://www.transfermarkt.com/pablo-mari/profil/spieler/210178","23/24","Stress reaction of the bone",2023-12-08,2023-12-22,"14 days","3","AC Monza"
"129","Pablo Marí","https://www.transfermarkt.com/pablo-mari/profil/spieler/210178","23/24","unknown injury",2023-11-11,2023-11-25,"14 days","1","AC Monza"
"130","Pablo Marí","https://www.transfermarkt.com/pablo-mari/profil/spieler/210178","22/23","bruise",2023-05-07,2023-05-12,"5 days","1","AC Monza"
"131","Pablo Marí","https://www.transfermarkt.com/pablo-mari/profil/spieler/210178","22/23","surgery",2022-10-27,2022-12-22,"56 days","4","AC Monza"
"132","Pablo Marí","https://www.transfermarkt.com/pablo-mari/profil/spieler/210178","22/23","Injury to abdominal muscles",2022-08-18,2022-09-05,"18 days","4","AC Monza"
"133","Pablo Marí","https://www.transfermarkt.com/pablo-mari/profil/spieler/210178","20/21","Calf injury",2021-01-14,2021-02-08,"25 days","7","Arsenal FC"
"134","Pablo Marí","https://www.transfermarkt.com/pablo-mari/profil/spieler/210178","20/21","Ankle injury",2020-06-15,2020-12-03,"171 days","31","Arsenal FC"
"135","Pablo Marí","https://www.transfermarkt.com/pablo-mari/profil/spieler/210178","17/18","Ankle injury",2017-10-19,2017-11-16,"28 days","3","NAC Breda"
"136","Erik Palmer-Brown","https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199","23/24","Bone marrow swelling",2023-10-15,NA,"203 days","37","Panathinaikos FC"
"137","Erik Palmer-Brown","https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199","23/24","sprain",2023-09-28,2023-10-15,"17 days","4","Panathinaikos FC"
"138","Erik Palmer-Brown","https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199","20/21","Ill",2021-04-12,2021-04-19,"7 days","1","Austria Vienna"
"139","Erik Palmer-Brown","https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199","20/21","Torn muscle fiber",2021-02-19,2021-03-06,"15 days","2","Austria Vienna"
"140","Erik Palmer-Brown","https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199","19/20","Ill",2020-02-29,2020-03-02,"2 days","1","Austria Vienna"
"141","Erik Palmer-Brown","https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199","19/20","unknown injury",2019-10-07,2019-10-22,"15 days","3","Austria Vienna"
"142","Erik Palmer-Brown","https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199","23/24","Bone marrow swelling",2023-10-15,NA,"203 days","37","Sporting Kansas City"
"143","Erik Palmer-Brown","https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199","23/24","sprain",2023-09-28,2023-10-15,"17 days","4","Swope Park Rangers"
"144","Erik Palmer-Brown","https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199","20/21","Ill",2021-04-12,2021-04-19,"7 days","1","United States"
"145","Eric García","https://www.transfermarkt.com/eric-garcia/profil/spieler/466794","23/24","Muscle injury",2024-01-07,2024-02-02,"26 days","5","Girona FC"
"146","Eric García","https://www.transfermarkt.com/eric-garcia/profil/spieler/466794","23/24","muscular problems",2023-10-23,2023-11-03,"11 days","2","Girona FC"
"147","Eric García","https://www.transfermarkt.com/eric-garcia/profil/spieler/466794","22/23","Hamstring injury",2022-10-30,2022-11-04,"5 days","1","FC Barcelona"
"148","Eric García","https://www.transfermarkt.com/eric-garcia/profil/spieler/466794","21/22","Hand injury",2022-05-11,2022-05-26,"15 days","2","FC Barcelona"
"149","Eric García","https://www.transfermarkt.com/eric-garcia/profil/spieler/466794","21/22","Hamstring injury",2022-01-09,2022-02-12,"34 days","4","FC Barcelona"
"150","Eric García","https://www.transfermarkt.com/eric-garcia/profil/spieler/466794","21/22","Calf injury",2021-11-07,2021-11-19,"12 days","2","Spain"
"151","Eric García","https://www.transfermarkt.com/eric-garcia/profil/spieler/466794","20/21","Corona virus",2021-01-03,2021-01-19,"16 days","5","Manchester City"
"152","Eric García","https://www.transfermarkt.com/eric-garcia/profil/spieler/466794","20/21","Knock",2020-12-10,2021-01-02,"23 days","5","Manchester City"
"153","Eric García","https://www.transfermarkt.com/eric-garcia/profil/spieler/466794","20/21","Head injury",2020-09-20,2020-09-26,"6 days","2","Manchester City"
"154","Eric García","https://www.transfermarkt.com/eric-garcia/profil/spieler/466794","19/20","Head injury",2020-06-17,2020-06-29,"12 days","4","Manchester City"
"155","Cameron Humphreys","https://www.transfermarkt.com/cameron-humphreys/profil/spieler/277723","19/20","Knee problems",2019-09-27,2019-10-27,"30 days","4","SV Zulte Waregem"
"156","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","23/24","Dead leg",2023-10-06,2023-11-25,"50 days","5","FC Lorient"
"157","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","23/24","Knock",2023-08-01,2023-09-15,"45 days","4","FC Lorient"
"158","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","20/21","Muscle injury",2020-10-04,2020-11-24,"51 days","8","Manchester City"
"159","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","20/21","Knock",2020-07-03,2020-07-10,"7 days","2","Manchester City"
"160","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","19/20","Quarantine",2020-03-12,2020-03-25,"13 days",NA,"Manchester City"
"161","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","19/20","Foot injury",2020-01-19,2020-02-18,"30 days","4","Manchester City"
"162","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","19/20","Knee injury",2019-11-05,2019-11-17,"12 days","2","Manchester City"
"163","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","19/20","Hamstring injury",2019-10-02,2019-10-18,"16 days","2","France"
"164","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Knee injury",2019-04-17,2019-09-17,"153 days","18","Manchester City"
"165","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Meniscus injury",2019-01-25,2019-02-27,"33 days","9","France"
"166","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Knee injury",2019-01-24,2019-04-03,"69 days","17","Manchester City"
"167","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Knee surgery",2018-11-14,2019-01-21,"68 days","18","Manchester City"
"168","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Foot injury",2018-09-14,2018-10-07,"23 days","7","France"
"169","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Knock",2018-08-06,2018-08-11,"5 days",NA,"Manchester City"
"170","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","17/18","Thigh problems",2018-06-30,2018-07-13,"13 days","2","France"
"171","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","23/24","Dead leg",2023-10-06,2023-11-25,"50 days","5","Manchester City"
"172","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","23/24","Knock",2023-08-01,2023-09-15,"45 days","4","France"
